product_id,parent_sku,sku,name,description,short_description,product_features,material,length_mm,dimensions,capacity,weight_kg,uom,country_of_manufacture,category_id,inherited_specs,prices,download_datasheet,mpn,gtin,hub_product_id,commodity_code,finish,tax_class_id,product_for_sales,is_top_choice,is_returnable,soft_close,self_close,self_open,hold_in,hold_out,lock_in,lock_out,interlock,cam_adjust,rohs,bhma,awi,weather_resistant,corrosion_resistant,required_options,has_options,options_container,gift_message_available,gift_wrapping_available,subaccount,project_number,timestamp,processed_timestamp
DA4120-0040,DA4120,DA4120-0040,Aluminium Part Extension Slide 400mm DA4120-0040,"<p>Aluminium part extension slide DA4120 with a load rating of upto 438-550kg, heavy duty with 75% extension, corrosion resistant with a smooth movement and used for vehicle batteries within automotive sector</p>","<p>Aluminium part extension slide DA4120 with a load rating of upto 438-550kg, heavy duty with 75% extension, corrosion resistant with a smooth movement and used for vehicle batteries within automotive sector.</p>",<p><ul><li>DA - Aluminium</li><li>Heavy Duty Slide</li><li>Used for vehicle batteries wiithin automotive sector</li><li>Temperature Range Between -20º & 110º C</li><li>Life time guarantee: it's Quick Ship ™ slides against defects in material and workmanship. Please Read more under Help and policy section.</li></ul></p>,Aluminium,400mm,"{'length_mm': [400.0], 'thickness_mm': [], 'extension_percent': []}","{'min': 438.0, 'max': 550.0, 'unit': 'kg'}",2.35,Each,Germany,61,"{'related_products': '[]', 'variants': '[]'}","{'at': '342.990000', 'be': '342.990000', 'bg': '342.990000', 'hr': '342.990000', 'cy': '342.990000', 'cz': '342.990000', 'dk': '342.990000', 'ee': '342.990000', 'fi': '342.990000', 'fr': '349.850000', 'de': '342.990000', 'gr': '342.990000', 'hu': '342.990000', 'ie': '342.990000', 'it': '342.990000', 'lv': '342.990000', 'lt': '342.990000', 'lu': '342.990000', 'mt': '342.990000', 'nl': '342.990000', 'pl': '342.990000', 'pt': '342.990000', 'ro': '342.990000', 'sk': '342.990000', 'si': '342.990000', 'es': '342.990000', 'se': '342.990000', 'gb': '308.690000', 'is': '342.990000', 'li': '342.990000', 'no': '342.990000', 'ch': '342.990000', 'zn': '342.990000'}",DA4120,DA4120,4250396806052.0,158953091,83024900.0,Aluminium,Taxable Goods,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,Block after Info Column,False,False,0,0,2026-01-09 23:38:32.133877,2026-01-09T23:40:17.794016
DA4120-0050,DA4120,DA4120-0050,Aluminium Part Extension Slide 500mm DA4120-0050,"<p>Aluminium part extension slide DA4120 with a load rating of upto 438-550kg, heavy duty with 75% extension, corrosion resistant with a smooth movement and used for vehicle batteries within automotive sector</p>","<p>Aluminium part extension slide DA4120 with a load rating of upto 438-550kg, heavy duty with 75% extension, corrosion resistant with a smooth movement and used for vehicle batteries within automotive sector.</p>",<p><ul><li>DA - Aluminium</li><li>Heavy Duty Slide</li><li>Used for vehicle batteries wiithin automotive sector</li><li>Temperature Range Between -20º & 110º C</li><li>Life time guarantee: it's Quick Ship ™ slides against defects in material and workmanship. Please Read more under Help and policy section.</li></ul></p>,Aluminium,500mm,"{'length_mm': [500.0], 'thickness_mm': [], 'extension_percent': []}","{'min': 438.0, 'max': 550.0, 'unit': 'kg'}",2.93,Each,Germany,61,"{'related_products': '[]', 'variants': '[]'}","{'at': '404.430000', 'be': '404.430000', 'bg': '404.430000', 'hr': '404.430000', 'cy': '404.430000', 'cz': '404.430000', 'dk': '404.430000', 'ee': '404.430000', 'fi': '404.430000', 'fr': '412.520000', 'de': '404.430000', 'gr': '404.430000', 'hu': '404.430000', 'ie': '404.430000', 'it': '404.430000', 'lv': '404.430000', 'lt': '404.430000', 'lu': '404.430000', 'mt': '404.430000', 'nl': '404.430000', 'pl': '404.430000', 'pt': '404.430000', 'ro': '404.430000', 'sk': '404.430000', 'si': '404.430000', 'es': '404.430000', 'se': '404.430000', 'gb': '363.990000', 'is': '404.430000', 'li': '404.430000', 'no': '404.430000', 'ch': '404.430000', 'zn': '404.430000'}",DA4120,DA4120,4250396806052.0,158953091,83024900.0,Aluminium,Taxable Goods,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,Block after Info Column,False,False,0,0,2026-01-09 23:38:32.134135,2026-01-09T23:40:17.794016
DA4120-0060,DA4120,DA4120-0060,Aluminium Part Extension Slide 600mm DA4120-0060,"<p>Aluminium part extension slide DA4120 with a load rating of upto 438-550kg, heavy duty with 75% extension, corrosion resistant with a smooth movement and used for vehicle batteries within automotive sector</p>","<p>Aluminium part extension slide DA4120 with a load rating of upto 438-550kg, heavy duty with 75% extension, corrosion resistant with a smooth movement and used for vehicle batteries within automotive sector.</p>",<p><ul><li>DA - Aluminium</li><li>Heavy Duty Slide</li><li>Used for vehicle batteries wiithin automotive sector</li><li>Temperature Range Between -20º & 110º C</li><li>Life time guarantee: it's Quick Ship ™ slides against defects in material and workmanship. Please Read more under Help and policy section.</li></ul></p>,Aluminium,600mm,"{'length_mm': [600.0], 'thickness_mm': [], 'extension_percent': []}","{'min': 438.0, 'max': 550.0, 'unit': 'kg'}",3.53,Each,Germany,61,"{'related_products': '[]', 'variants': '[]'}","{'at': '465.730000', 'be': '465.730000', 'bg': '465.730000', 'hr': '465.730000', 'cy': '465.730000', 'cz': '465.730000', 'dk': '465.730000', 'ee': '465.730000', 'fi': '465.730000', 'fr': '475.040000', 'de': '465.730000', 'gr': '465.730000', 'hu': '465.730000', 'ie': '465.730000', 'it': '465.730000', 'lv': '465.730000', 'lt': '465.730000', 'lu': '465.730000', 'mt': '465.730000', 'nl': '465.730000', 'pl': '465.730000', 'pt': '465.730000', 'ro': '465.730000', 'sk': '465.730000', 'si': '465.730000', 'es': '465.730000', 'se': '465.730000', 'gb': '419.160000', 'is': '465.730000', 'li': '465.730000', 'no': '465.730000', 'ch': '465.730000', 'zn': '465.730000'}",DA4120,DA4120,4250396806052.0,158953091,83024900.0,Aluminium,Taxable Goods,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,Block after Info Column,False,False,0,0,2026-01-09 23:38:32.134166,2026-01-09T23:40:17.794016
DA4120-0070,DA4120,DA4120-0070,Aluminium Part Extension Slide 700mm DA4120-0070,"<p>Aluminium part extension slide DA4120 with a load rating of upto 438-550kg, heavy duty with 75% extension, corrosion resistant with a smooth movement and used for vehicle batteries within automotive sector</p>","<p>Aluminium part extension slide DA4120 with a load rating of upto 438-550kg, heavy duty with 75% extension, corrosion resistant with a smooth movement and used for vehicle batteries within automotive sector.</p>",<p><ul><li>DA - Aluminium</li><li>Heavy Duty Slide</li><li>Used for vehicle batteries wiithin automotive sector</li><li>Temperature Range Between -20º & 110º C</li><li>Life time guarantee: it's Quick Ship ™ slides against defects in material and workmanship. Please Read more under Help and policy section.</li></ul></p>,Aluminium,700mm,"{'length_mm': [700.0], 'thickness_mm': [], 'extension_percent': []}","{'min': 438.0, 'max': 550.0, 'unit': 'kg'}",4.11,Each,Germany,61,"{'related_products': '[]', 'variants': '[]'}","{'at': '533.850000', 'be': '533.850000', 'bg': '533.850000', 'hr': '533.850000', 'cy': '533.850000', 'cz': '533.850000', 'dk': '533.850000', 'ee': '533.850000', 'fi': '533.850000', 'fr': '544.530000', 'de': '533.850000', 'gr': '533.850000', 'hu': '533.850000', 'ie': '533.850000', 'it': '533.850000', 'lv': '533.850000', 'lt': '533.850000', 'lu': '533.850000', 'mt': '533.850000', 'nl': '533.850000', 'pl': '533.850000', 'pt': '533.850000', 'ro': '533.850000', 'sk': '533.850000', 'si': '533.850000', 'es': '533.850000', 'se': '533.850000', 'gb': '480.470000', 'is': '533.850000', 'li': '533.850000', 'no': '533.850000', 'ch': '533.850000', 'zn': '533.850000'}",DA4120,DA4120,4250396806052.0,158953091,83024900.0,Aluminium,Taxable Goods,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,Block after Info Column,False,False,0,0,2026-01-09 23:38:32.134192,2026-01-09T23:40:17.794016
DA4120-0080,DA4120,DA4120-0080,Aluminium Part Extension Slide 800mm DA4120-0080,"<p>Aluminium part extension slide DA4120 with a load rating of upto 438-550kg, heavy duty with 75% extension, corrosion resistant with a smooth movement and used for vehicle batteries within automotive sector</p>","<p>Aluminium part extension slide DA4120 with a load rating of upto 438-550kg, heavy duty with 75% extension, corrosion resistant with a smooth movement and used for vehicle batteries within automotive sector.</p>",<p><ul><li>DA - Aluminium</li><li>Heavy Duty Slide</li><li>Used for vehicle batteries wiithin automotive sector</li><li>Temperature Range Between -20º & 110º C</li><li>Life time guarantee: it's Quick Ship ™ slides against defects in material and workmanship. Please Read more under Help and policy section.</li></ul></p>,Aluminium,800mm,"{'length_mm': [800.0], 'thickness_mm': [], 'extension_percent': []}","{'min': 438.0, 'max': 550.0, 'unit': 'kg'}",4.68,Each,Germany,61,"{'related_products': '[]', 'variants': '[]'}","{'at': '596.050000', 'be': '596.050000', 'bg': '596.050000', 'hr': '596.050000', 'cy': '596.050000', 'cz': '596.050000', 'dk': '596.050000', 'ee': '596.050000', 'fi': '596.050000', 'fr': '607.970000', 'de': '596.050000', 'gr': '596.050000', 'hu': '596.050000', 'ie': '596.050000', 'it': '596.050000', 'lv': '596.050000', 'lt': '596.050000', 'lu': '596.050000', 'mt': '596.050000', 'nl': '596.050000', 'pl': '596.050000', 'pt': '596.050000', 'ro': '596.050000', 'sk': '596.050000', 'si': '596.050000', 'es': '596.050000', 'se': '596.050000', 'gb': '536.450000', 'is': '596.050000', 'li': '596.050000', 'no': '596.050000', 'ch': '596.050000', 'zn': '596.050000'}",DA4120,DA4120,4250396806052.0,158953091,83024900.0,Aluminium,Taxable Goods,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,Block after Info Column,False,False,0,0,2026-01-09 23:38:32.134216,2026-01-09T23:40:17.794016
DA4120-0090,DA4120,DA4120-0090,Aluminium Part Extension Slide 900mm DA4120-0090,"<p>Aluminium part extension slide DA4120 with a load rating of upto 438-550kg, heavy duty with 75% extension, corrosion resistant with a smooth movement and used for vehicle batteries within automotive sector</p>","<p>Aluminium part extension slide DA4120 with a load rating of upto 438-550kg, heavy duty with 75% extension, corrosion resistant with a smooth movement and used for vehicle batteries within automotive sector.</p>",<p><ul><li>DA - Aluminium</li><li>Heavy Duty Slide</li><li>Used for vehicle batteries wiithin automotive sector</li><li>Temperature Range Between -20º & 110º C</li><li>Life time guarantee: it's Quick Ship ™ slides against defects in material and workmanship. Please Read more under Help and policy section.</li></ul></p>,Aluminium,900mm,"{'length_mm': [900.0], 'thickness_mm': [], 'extension_percent': []}","{'min': 438.0, 'max': 550.0, 'unit': 'kg'}",5.3,Each,Germany,61,"{'related_products': '[]', 'variants': '[]'}","{'at': '660.690000', 'be': '660.690000', 'bg': '660.690000', 'hr': '660.690000', 'cy': '660.690000', 'cz': '660.690000', 'dk': '660.690000', 'ee': '660.690000', 'fi': '660.690000', 'fr': '673.900000', 'de': '660.690000', 'gr': '660.690000', 'hu': '660.690000', 'ie': '660.690000', 'it': '660.690000', 'lv': '660.690000', 'lt': '660.690000', 'lu': '660.690000', 'mt': '660.690000', 'nl': '660.690000', 'pl': '660.690000', 'pt': '660.690000', 'ro': '660.690000', 'sk': '660.690000', 'si': '660.690000', 'es': '660.690000', 'se': '660.690000', 'gb': '594.620000', 'is': '660.690000', 'li': '660.690000', 'no': '660.690000', 'ch': '660.690000', 'zn': '660.690000'}",DA4120,DA4120,4250396806052.0,158953091,83024900.0,Aluminium,Taxable Goods,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,Block after Info Column,False,False,0,0,2026-01-09 23:38:32.134243,2026-01-09T23:40:17.794016
DA4120-0100,DA4120,DA4120-0100,Aluminium Part Extension Slide 1000mm DA4120-0100,"<p>Aluminium part extension slide DA4120 with a load rating of upto 438-550kg, heavy duty with 75% extension, corrosion resistant with a smooth movement and used for vehicle batteries within automotive sector</p>","<p>Aluminium part extension slide DA4120 with a load rating of upto 438-550kg, heavy duty with 75% extension, corrosion resistant with a smooth movement and used for vehicle batteries within automotive sector.</p>",<p><ul><li>DA - Aluminium</li><li>Heavy Duty Slide</li><li>Used for vehicle batteries wiithin automotive sector</li><li>Temperature Range Between -20º & 110º C</li><li>Life time guarantee: it's Quick Ship ™ slides against defects in material and workmanship. Please Read more under Help and policy section.</li></ul></p>,Aluminium,1000mm,"{'length_mm': [1000.0], 'thickness_mm': [], 'extension_percent': []}","{'min': 438.0, 'max': 550.0, 'unit': 'kg'}",5.83,Each,Germany,61,"{'related_products': '[]', 'variants': '[]'}","{'at': '728.950000', 'be': '728.950000', 'bg': '728.950000', 'hr': '728.950000', 'cy': '728.950000', 'cz': '728.950000', 'dk': '728.950000', 'ee': '728.950000', 'fi': '728.950000', 'fr': '743.530000', 'de': '728.950000', 'gr': '728.950000', 'hu': '728.950000', 'ie': '728.950000', 'it': '728.950000', 'lv': '728.950000', 'lt': '728.950000', 'lu': '728.950000', 'mt': '728.950000', 'nl': '728.950000', 'pl': '728.950000', 'pt': '728.950000', 'ro': '728.950000', 'sk': '728.950000', 'si': '728.950000', 'es': '728.950000', 'se': '728.950000', 'gb': '656.060000', 'is': '728.950000', 'li': '728.950000', 'no': '728.950000', 'ch': '728.950000', 'zn': '728.950000'}",DA4120,DA4120,4250396806052.0,158953091,83024900.0,Aluminium,Taxable Goods,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,Block after Info Column,False,False,0,0,2026-01-09 23:38:32.134267,2026-01-09T23:40:17.794016
DA4120-0110,DA4120,DA4120-0110,Aluminium Part Extension Slide 1100mm DA4120-0110,"<p>Aluminium part extension slide DA4120 with a load rating of upto 438-550kg, heavy duty with 75% extension, corrosion resistant with a smooth movement and used for vehicle batteries within automotive sector</p>","<p>Aluminium part extension slide DA4120 with a load rating of upto 438-550kg, heavy duty with 75% extension, corrosion resistant with a smooth movement and used for vehicle batteries within automotive sector.</p>",<p><ul><li>DA - Aluminium</li><li>Heavy Duty Slide</li><li>Used for vehicle batteries wiithin automotive sector</li><li>Temperature Range Between -20º & 110º C</li><li>Life time guarantee: it's Quick Ship ™ slides against defects in material and workmanship. Please Read more under Help and policy section.</li></ul></p>,Aluminium,1100mm,"{'length_mm': [1100.0], 'thickness_mm': [], 'extension_percent': []}","{'min': 438.0, 'max': 550.0, 'unit': 'kg'}",6.4,Each,Germany,61,"{'related_products': '[]', 'variants': '[]'}","{'at': '807.640000', 'be': '807.640000', 'bg': '807.640000', 'hr': '807.640000', 'cy': '807.640000', 'cz': '807.640000', 'dk': '807.640000', 'ee': '807.640000', 'fi': '807.640000', 'fr': '823.790000', 'de': '807.640000', 'gr': '807.640000', 'hu': '807.640000', 'ie': '807.640000', 'it': '807.640000', 'lv': '807.640000', 'lt': '807.640000', 'lu': '807.640000', 'mt': '807.640000', 'nl': '807.640000', 'pl': '807.640000', 'pt': '807.640000', 'ro': '807.640000', 'sk': '807.640000', 'si': '807.640000', 'es': '807.640000', 'se': '807.640000', 'gb': '726.880000', 'is': '807.640000', 'li': '807.640000', 'no': '807.640000', 'ch': '807.640000', 'zn': '807.640000'}",DA4120,DA4120,4250396806052.0,158953091,83024900.0,Aluminium,Taxable Goods,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,Block after Info Column,False,False,0,0,2026-01-09 23:38:32.134296,2026-01-09T23:40:17.794016
DA4120-0120,DA4120,DA4120-0120,Aluminium Part Extension Slide 1200mm DA4120-0120,"<p>Aluminium part extension slide DA4120 with a load rating of upto 438-550kg, heavy duty with 75% extension, corrosion resistant with a smooth movement and used for vehicle batteries within automotive sector</p>","<p>Aluminium part extension slide DA4120 with a load rating of upto 438-550kg, heavy duty with 75% extension, corrosion resistant with a smooth movement and used for vehicle batteries within automotive sector.</p>",<p><ul><li>DA - Aluminium</li><li>Heavy Duty Slide</li><li>Used for vehicle batteries wiithin automotive sector</li><li>Temperature Range Between -20º & 110º C</li><li>Life time guarantee: it's Quick Ship ™ slides against defects in material and workmanship. Please Read more under Help and policy section.</li></ul></p>,Aluminium,1200mm,"{'length_mm': [1200.0], 'thickness_mm': [], 'extension_percent': []}","{'min': 438.0, 'max': 550.0, 'unit': 'kg'}",6.95,Each,Germany,61,"{'related_products': '[]', 'variants': '[]'}","{'at': '887.830000', 'be': '887.830000', 'bg': '887.830000', 'hr': '887.830000', 'cy': '887.830000', 'cz': '887.830000', 'dk': '887.830000', 'ee': '887.830000', 'fi': '887.830000', 'fr': '905.590000', 'de': '887.830000', 'gr': '887.830000', 'hu': '887.830000', 'ie': '887.830000', 'it': '887.830000', 'lv': '887.830000', 'lt': '887.830000', 'lu': '887.830000', 'mt': '887.830000', 'nl': '887.830000', 'pl': '887.830000', 'pt': '887.830000', 'ro': '887.830000', 'sk': '887.830000', 'si': '887.830000', 'es': '887.830000', 'se': '887.830000', 'gb': '799.050000', 'is': '887.830000', 'li': '887.830000', 'no': '887.830000', 'ch': '887.830000', 'zn': '887.830000'}",DA4120,DA4120,4250396806052.0,158953091,83024900.0,Aluminium,Taxable Goods,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,Block after Info Column,False,False,0,0,2026-01-09 23:38:32.134319,2026-01-09T23:40:17.794016
DA4140-0040,DA4140,DA4140-0040,Aluminium Extra Heavy Duty Full Extension Slide 400mm DA4140-0040,"<p>Aluminium extra heavy duty slide DA4140 with a load rating of upto 400-600kg, 100% extension, corrosion resistant and 38mm slide thickness.</p>","<p>Aluminium extra heavy duty slide DA4140 with a load rating of upto 400-600kg, 100% extension, corrosion resistant and 38mm slide thickness. Lightweight aluminum full extension slide used in heavy-duty battery storage and industrial applications.</p>","<p><ul><li>DA - Aluminium</li><li>Heavy Duty Slide</li><li>Used in Industrial, medical and furniture cabinet hardware</li><li>Temperature Range Between -20º & 110º C</li><li>Life time guarantee: it's Quick Ship ™ slides against defects in material and workmanship. Please Read more under Help and policy section.</li></ul></p>",Aluminium,400mm,"{'length_mm': [38.0, 400.0], 'thickness_mm': [], 'extension_percent': []}","{'min': 400.0, 'max': 600.0, 'unit': 'kg'}",4.71,Each,Germany,61,"{'related_products': '[]', 'variants': '[]'}","{'at': '513.510000', 'be': '513.510000', 'bg': '513.510000', 'hr': '513.510000', 'cy': '513.510000', 'cz': '513.510000', 'dk': '513.510000', 'ee': '513.510000', 'fi': '513.510000', 'fr': '523.780000', 'de': '513.510000', 'gr': '513.510000', 'hu': '513.510000', 'ie': '513.510000', 'it': '513.510000', 'lv': '513.510000', 'lt': '513.510000', 'lu': '513.510000', 'mt': '513.510000', 'nl': '513.510000', 'pl': '513.510000', 'pt': '513.510000', 'ro': '513.510000', 'sk': '513.510000', 'si': '513.510000', 'es': '513.510000', 'se': '513.510000', 'gb': '462.160000', 'is': '513.510000', 'li': '513.510000', 'no': '513.510000', 'ch': '513.510000', 'zn': '513.510000'}",,DA4140,4250396806069.0,158945178,83024900.0,Aluminium,Taxable Goods,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,Block after Info Column,False,False,0,0,2026-01-09 23:38:32.134347,2026-01-09T23:40:17.794016
